comune,area,regione,sigla
Uscio,Nord-ovest,Liguria,GE
Valbrevenna,Nord-ovest,Liguria,GE
Vobbia,Nord-ovest,Liguria,GE
Zoagli,Nord-ovest,Liguria,GE
Ameglia,Nord-ovest,Liguria,SP
Arcola,Nord-ovest,Liguria,SP
Beverino,Nord-ovest,Liguria,SP
Bolano,Nord-ovest,Liguria,SP
Bonassola,Nord-ovest,Liguria,SP
Borghetto di Vara,Nord-ovest,Liguria,SP
Brugnato,Nord-ovest,Liguria,SP
Calice al Cornoviglio,Nord-ovest,Liguria,SP
Carro,Nord-ovest,Liguria,SP
Carrodano,Nord-ovest,Liguria,SP
Castelnuovo Magra,Nord-ovest,Liguria,SP
Deiva Marina,Nord-ovest,Liguria,SP
Follo,Nord-ovest,Liguria,SP
Framura,Nord-ovest,Liguria,SP
La Spezia,Nord-ovest,Liguria,SP
Lerici,Nord-ovest,Liguria,SP
Levanto,Nord-ovest,Liguria,SP
Maissana,Nord-ovest,Liguria,SP
Monterosso al Mare,Nord-ovest,Liguria,SP
Luni,Nord-ovest,Liguria,SP
Pignone,Nord-ovest,Liguria,SP
Portovenere,Nord-ovest,Liguria,SP
Riccò del Golfo di Spezia,Nord-ovest,Liguria,SP
Riomaggiore,Nord-ovest,Liguria,SP
Rocchetta di Vara,Nord-ovest,Liguria,SP
Santo Stefano di Magra,Nord-ovest,Liguria,SP
Sarzana,Nord-ovest,Liguria,SP
Sesta Godano,Nord-ovest,Liguria,SP
Varese Ligure,Nord-ovest,Liguria,SP
Vernazza,Nord-ovest,Liguria,SP
Vezzano Ligure,Nord-ovest,Liguria,SP
Zignago,Nord-ovest,Liguria,SP
Agazzano,Nord-est,Emilia-Romagna,PC
Alseno,Nord-est,Emilia-Romagna,PC
Besenzone,Nord-est,Emilia-Romagna,PC
Bettola,Nord-est,Emilia-Romagna,PC
Bobbio,Nord-est,Emilia-Romagna,PC
Borgonovo Val Tidone,Nord-est,Emilia-Romagna,PC
Cadeo,Nord-est,Emilia-Romagna,PC
Calendasco,Nord-est,Emilia-Romagna,PC
Caorso,Nord-est,Emilia-Romagna,PC
Carpaneto Piacentino,Nord-est,Emilia-Romagna,PC
Castell'Arquato,Nord-est,Emilia-Romagna,PC
Castel San Giovanni,Nord-est,Emilia-Romagna,PC
Castelvetro Piacentino,Nord-est,Emilia-Romagna,PC
Cerignale,Nord-est,Emilia-Romagna,PC
Coli,Nord-est,Emilia-Romagna,PC
Corte Brugnatella,Nord-est,Emilia-Romagna,PC
Cortemaggiore,Nord-est,Emilia-Romagna,PC
Farini,Nord-est,Emilia-Romagna,PC
Ferriere,Nord-est,Emilia-Romagna,PC
Fiorenzuola d'Arda,Nord-est,Emilia-Romagna,PC
Gazzola,Nord-est,Emilia-Romagna,PC
Gossolengo,Nord-est,Emilia-Romagna,PC
Gragnano Trebbiense,Nord-est,Emilia-Romagna,PC
Gropparello,Nord-est,Emilia-Romagna,PC
Lugagnano Val d'Arda,Nord-est,Emilia-Romagna,PC
Monticelli d'Ongina,Nord-est,Emilia-Romagna,PC
Morfasso,Nord-est,Emilia-Romagna,PC
Ottone,Nord-est,Emilia-Romagna,PC
Piacenza,Nord-est,Emilia-Romagna,PC
Pianello Val Tidone,Nord-est,Emilia-Romagna,PC
Piozzano,Nord-est,Emilia-Romagna,PC
Podenzano,Nord-est,Emilia-Romagna,PC
Ponte dell'Olio,Nord-est,Emilia-Romagna,PC
Pontenure,Nord-est,Emilia-Romagna,PC
Rivergaro,Nord-est,Emilia-Romagna,PC
Rottofreno,Nord-est,Emilia-Romagna,PC
San Giorgio Piacentino,Nord-est,Emilia-Romagna,PC
San Pietro in Cerro,Nord-est,Emilia-Romagna,PC
Sarmato,Nord-est,Emilia-Romagna,PC
Travo,Nord-est,Emilia-Romagna,PC
Vernasca,Nord-est,Emilia-Romagna,PC
Vigolzone,Nord-est,Emilia-Romagna,PC
Villanova sull'Arda,Nord-est,Emilia-Romagna,PC
Zerba,Nord-est,Emilia-Romagna,PC
Ziano Piacentino,Nord-est,Emilia-Romagna,PC
Alta Val Tidone,Nord-est,Emilia-Romagna,PC
Albareto,Nord-est,Emilia-Romagna,PR
Bardi,Nord-est,Emilia-Romagna,PR
Bedonia,Nord-est,Emilia-Romagna,PR
Berceto,Nord-est,Emilia-Romagna,PR
Bore,Nord-est,Emilia-Romagna,PR
Borgo Val di Taro,Nord-est,Emilia-Romagna,PR
Busseto,Nord-est,Emilia-Romagna,PR
Calestano,Nord-est,Emilia-Romagna,PR
Collecchio,Nord-est,Emilia-Romagna,PR
Colorno,Nord-est,Emilia-Romagna,PR
Compiano,Nord-est,Emilia-Romagna,PR
Corniglio,Nord-est,Emilia-Romagna,PR
Felino,Nord-est,Emilia-Romagna,PR
Fidenza,Nord-est,Emilia-Romagna,PR
Fontanellato,Nord-est,Emilia-Romagna,PR
Fontevivo,Nord-est,Emilia-Romagna,PR
Fornovo di Taro,Nord-est,Emilia-Romagna,PR
Langhirano,Nord-est,Emilia-Romagna,PR
Lesignano de' Bagni,Nord-est,Emilia-Romagna,PR
Medesano,Nord-est,Emilia-Romagna,PR
Monchio delle Corti,Nord-est,Emilia-Romagna,PR
Montechiarugolo,Nord-est,Emilia-Romagna,PR
Neviano degli Arduini,Nord-est,Emilia-Romagna,PR
Noceto,Nord-est,Emilia-Romagna,PR
Palanzano,Nord-est,Emilia-Romagna,PR
Parma,Nord-est,Emilia-Romagna,PR
Pellegrino Parmense,Nord-est,Emilia-Romagna,PR
Roccabianca,Nord-est,Emilia-Romagna,PR
Sala Baganza,Nord-est,Emilia-Romagna,PR
Salsomaggiore Terme,Nord-est,Emilia-Romagna,PR
San Secondo Parmense,Nord-est,Emilia-Romagna,PR
Solignano,Nord-est,Emilia-Romagna,PR
Soragna,Nord-est,Emilia-Romagna,PR
Terenzo,Nord-est,Emilia-Romagna,PR
Tizzano Val Parma,Nord-est,Emilia-Romagna,PR
Tornolo,Nord-est,Emilia-Romagna,PR
Torrile,Nord-est,Emilia-Romagna,PR
Traversetolo,Nord-est,Emilia-Romagna,PR
Valmozzola,Nord-est,Emilia-Romagna,PR
Varano de' Melegari,Nord-est,Emilia-Romagna,PR
Varsi,Nord-est,Emilia-Romagna,PR
Sissa Trecasali,Nord-est,Emilia-Romagna,PR
Polesine Zibello,Nord-est,Emilia-Romagna,PR
Sorbolo Mezzani,Nord-est,Emilia-Romagna,PR
Albinea,Nord-est,Emilia-Romagna,RE
Bagnolo in Piano,Nord-est,Emilia-Romagna,RE
Baiso,Nord-est,Emilia-Romagna,RE
Bibbiano,Nord-est,Emilia-Romagna,RE
Boretto,Nord-est,Emilia-Romagna,RE
Brescello,Nord-est,Emilia-Romagna,RE
Cadelbosco di Sopra,Nord-est,Emilia-Romagna,RE
Campagnola Emilia,Nord-est,Emilia-Romagna,RE
Campegine,Nord-est,Emilia-Romagna,RE
Carpineti,Nord-est,Emilia-Romagna,RE
Casalgrande,Nord-est,Emilia-Romagna,RE
Casina,Nord-est,Emilia-Romagna,RE
Castellarano,Nord-est,Emilia-Romagna,RE
Castelnovo di Sotto,Nord-est,Emilia-Romagna,RE
Castelnovo ne' Monti,Nord-est,Emilia-Romagna,RE
Cavriago,Nord-est,Emilia-Romagna,RE
Canossa,Nord-est,Emilia-Romagna,RE
Correggio,Nord-est,Emilia-Romagna,RE
Fabbrico,Nord-est,Emilia-Romagna,RE
Gattatico,Nord-est,Emilia-Romagna,RE
Gualtieri,Nord-est,Emilia-Romagna,RE
Guastalla,Nord-est,Emilia-Romagna,RE
Luzzara,Nord-est,Emilia-Romagna,RE
Montecchio Emilia,Nord-est,Emilia-Romagna,RE
Novellara,Nord-est,Emilia-Romagna,RE
Poviglio,Nord-est,Emilia-Romagna,RE
Quattro Castella,Nord-est,Emilia-Romagna,RE
Reggiolo,Nord-est,Emilia-Romagna,RE
Reggio nell'Emilia,Nord-est,Emilia-Romagna,RE
Rio Saliceto,Nord-est,Emilia-Romagna,RE
Rolo,Nord-est,Emilia-Romagna,RE
Rubiera,Nord-est,Emilia-Romagna,RE
San Martino in Rio,Nord-est,Emilia-Romagna,RE
San Polo d'Enza,Nord-est,Emilia-Romagna,RE
Sant'Ilario d'Enza,Nord-est,Emilia-Romagna,RE
Scandiano,Nord-est,Emilia-Romagna,RE
Toano,Nord-est,Emilia-Romagna,RE
Vetto,Nord-est,Emilia-Romagna,RE
Vezzano sul Crostolo,Nord-est,Emilia-Romagna,RE
Viano,Nord-est,Emilia-Romagna,RE
Villa Minozzo,Nord-est,Emilia-Romagna,RE
Ventasso,Nord-est,Emilia-Romagna,RE
Bastiglia,Nord-est,Emilia-Romagna,MO
Bomporto,Nord-est,Emilia-Romagna,MO
Campogalliano,Nord-est,Emilia-Romagna,MO
Camposanto,Nord-est,Emilia-Romagna,MO
Carpi,Nord-est,Emilia-Romagna,MO
Castelfranco Emilia,Nord-est,Emilia-Romagna,MO
Castelnuovo Rangone,Nord-est,Emilia-Romagna,MO
Castelvetro di Modena,Nord-est,Emilia-Romagna,MO
Cavezzo,Nord-est,Emilia-Romagna,MO
Concordia sulla Secchia,Nord-est,Emilia-Romagna,MO
Fanano,Nord-est,Emilia-Romagna,MO
Finale Emilia,Nord-est,Emilia-Romagna,MO
Fiorano Modenese,Nord-est,Emilia-Romagna,MO
Fiumalbo,Nord-est,Emilia-Romagna,MO
Formigine,Nord-est,Emilia-Romagna,MO
Frassinoro,Nord-est,Emilia-Romagna,MO
Guiglia,Nord-est,Emilia-Romagna,MO
Lama Mocogno,Nord-est,Emilia-Romagna,MO
Maranello,Nord-est,Emilia-Romagna,MO
Marano sul Panaro,Nord-est,Emilia-Romagna,MO
Medolla,Nord-est,Emilia-Romagna,MO
Mirandola,Nord-est,Emilia-Romagna,MO
Modena,Nord-est,Emilia-Romagna,MO
Montecreto,Nord-est,Emilia-Romagna,MO
Montefiorino,Nord-est,Emilia-Romagna,MO
Montese,Nord-est,Emilia-Romagna,MO
Nonantola,Nord-est,Emilia-Romagna,MO
Novi di Modena,Nord-est,Emilia-Romagna,MO
Palagano,Nord-est,Emilia-Romagna,MO
Pavullo nel Frignano,Nord-est,Emilia-Romagna,MO
Pievepelago,Nord-est,Emilia-Romagna,MO
Polinago,Nord-est,Emilia-Romagna,MO
Prignano sulla Secchia,Nord-est,Emilia-Romagna,MO
Ravarino,Nord-est,Emilia-Romagna,MO
Riolunato,Nord-est,Emilia-Romagna,MO
San Cesario sul Panaro,Nord-est,Emilia-Romagna,MO
San Felice sul Panaro,Nord-est,Emilia-Romagna,MO
San Possidonio,Nord-est,Emilia-Romagna,MO
San Prospero,Nord-est,Emilia-Romagna,MO
Sassuolo,Nord-est,Emilia-Romagna,MO
Savignano sul Panaro,Nord-est,Emilia-Romagna,MO
Serramazzoni,Nord-est,Emilia-Romagna,MO
Sestola,Nord-est,Emilia-Romagna,MO
Soliera,Nord-est,Emilia-Romagna,MO
Spilamberto,Nord-est,Emilia-Romagna,MO
Vignola,Nord-est,Emilia-Romagna,MO
Zocca,Nord-est,Emilia-Romagna,MO
Anzola dell'Emilia,Nord-est,Emilia-Romagna,BO
Argelato,Nord-est,Emilia-Romagna,BO
Baricella,Nord-est,Emilia-Romagna,BO
Bentivoglio,Nord-est,Emilia-Romagna,BO
Bologna,Nord-est,Emilia-Romagna,BO
Borgo Tossignano,Nord-est,Emilia-Romagna,BO
Budrio,Nord-est,Emilia-Romagna,BO
Calderara di Reno,Nord-est,Emilia-Romagna,BO
Camugnano,Nord-est,Emilia-Romagna,BO
Casalecchio di Reno,Nord-est,Emilia-Romagna,BO
Casalfiumanese,Nord-est,Emilia-Romagna,BO
Castel d'Aiano,Nord-est,Emilia-Romagna,BO
Castel del Rio,Nord-est,Emilia-Romagna,BO
Castel di Casio,Nord-est,Emilia-Romagna,BO
Castel Guelfo di Bologna,Nord-est,Emilia-Romagna,BO
Castello d'Argile,Nord-est,Emilia-Romagna,BO
Castel Maggiore,Nord-est,Emilia-Romagna,BO
Castel San Pietro Terme,Nord-est,Emilia-Romagna,BO
Castenaso,Nord-est,Emilia-Romagna,BO
Castiglione dei Pepoli,Nord-est,Emilia-Romagna,BO
Crevalcore,Nord-est,Emilia-Romagna,BO
Dozza,Nord-est,Emilia-Romagna,BO
Fontanelice,Nord-est,Emilia-Romagna,BO
Gaggio Montano,Nord-est,Emilia-Romagna,BO
Galliera,Nord-est,Emilia-Romagna,BO
Granarolo dell'Emilia,Nord-est,Emilia-Romagna,BO
Grizzana Morandi,Nord-est,Emilia-Romagna,BO
Imola,Nord-est,Emilia-Romagna,BO
Lizzano in Belvedere,Nord-est,Emilia-Romagna,BO
Loiano,Nord-est,Emilia-Romagna,BO
Malalbergo,Nord-est,Emilia-Romagna,BO
Marzabotto,Nord-est,Emilia-Romagna,BO
Medicina,Nord-est,Emilia-Romagna,BO
Minerbio,Nord-est,Emilia-Romagna,BO
Molinella,Nord-est,Emilia-Romagna,BO
Monghidoro,Nord-est,Emilia-Romagna,BO
Monterenzio,Nord-est,Emilia-Romagna,BO
Monte San Pietro,Nord-est,Emilia-Romagna,BO
Monzuno,Nord-est,Emilia-Romagna,BO
Mordano,Nord-est,Emilia-Romagna,BO
Ozzano dell'Emilia,Nord-est,Emilia-Romagna,BO
Pianoro,Nord-est,Emilia-Romagna,BO
Pieve di Cento,Nord-est,Emilia-Romagna,BO
Sala Bolognese,Nord-est,Emilia-Romagna,BO
San Benedetto Val di Sambro,Nord-est,Emilia-Romagna,BO
San Giorgio di Piano,Nord-est,Emilia-Romagna,BO
San Giovanni in Persiceto,Nord-est,Emilia-Romagna,BO
San Lazzaro di Savena,Nord-est,Emilia-Romagna,BO
San Pietro in Casale,Nord-est,Emilia-Romagna,BO
Sant'Agata Bolognese,Nord-est,Emilia-Romagna,BO
Sasso Marconi,Nord-est,Emilia-Romagna,BO
Vergato,Nord-est,Emilia-Romagna,BO
Zola Predosa,Nord-est,Emilia-Romagna,BO
Valsamoggia,Nord-est,Emilia-Romagna,BO
Alto Reno Terme,Nord-est,Emilia-Romagna,BO
Argenta,Nord-est,Emilia-Romagna,FE
Bondeno,Nord-est,Emilia-Romagna,FE
Cento,Nord-est,Emilia-Romagna,FE
Codigoro,Nord-est,Emilia-Romagna,FE
Comacchio,Nord-est,Emilia-Romagna,FE
Copparo,Nord-est,Emilia-Romagna,FE
Ferrara,Nord-est,Emilia-Romagna,FE
Jolanda di Savoia,Nord-est,Emilia-Romagna,FE
Lagosanto,Nord-est,Emilia-Romagna,FE
Masi Torello,Nord-est,Emilia-Romagna,FE
Mesola,Nord-est,Emilia-Romagna,FE
Ostellato,Nord-est,Emilia-Romagna,FE
Poggio Renatico,Nord-est,Emilia-Romagna,FE
Portomaggiore,Nord-est,Emilia-Romagna,FE
Vigarano Mainarda,Nord-est,Emilia-Romagna,FE
Voghiera,Nord-est,Emilia-Romagna,FE
Goro,Nord-est,Emilia-Romagna,FE
Fiscaglia,Nord-est,Emilia-Romagna,FE
Terre del Reno,Nord-est,Emilia-Romagna,FE
Riva del Po,Nord-est,Emilia-Romagna,FE
Tresignana,Nord-est,Emilia-Romagna,FE
Alfonsine,Nord-est,Emilia-Romagna,RA
Bagnacavallo,Nord-est,Emilia-Romagna,RA
Bagnara di Romagna,Nord-est,Emilia-Romagna,RA
Brisighella,Nord-est,Emilia-Romagna,RA
Casola Valsenio,Nord-est,Emilia-Romagna,RA
Castel Bolognese,Nord-est,Emilia-Romagna,RA
Cervia,Nord-est,Emilia-Romagna,RA
Conselice,Nord-est,Emilia-Romagna,RA
Cotignola,Nord-est,Emilia-Romagna,RA
Faenza,Nord-est,Emilia-Romagna,RA
Fusignano,Nord-est,Emilia-Romagna,RA
Lugo,Nord-est,Emilia-Romagna,RA
Massa Lombarda,Nord-est,Emilia-Romagna,RA
Ravenna,Nord-est,Emilia-Romagna,RA
Riolo Terme,Nord-est,Emilia-Romagna,RA
Russi,Nord-est,Emilia-Romagna,RA
Sant'Agata sul Santerno,Nord-est,Emilia-Romagna,RA
Solarolo,Nord-est,Emilia-Romagna,RA
Bagno di Romagna,Nord-est,Emilia-Romagna,FC
Bertinoro,Nord-est,Emilia-Romagna,FC
Borghi,Nord-est,Emilia-Romagna,FC
Castrocaro Terme e Terra del Sole,Nord-est,Emilia-Romagna,FC
Cesena,Nord-est,Emilia-Romagna,FC
Cesenatico,Nord-est,Emilia-Romagna,FC
Civitella di Romagna,Nord-est,Emilia-Romagna,FC
Dovadola,Nord-est,Emilia-Romagna,FC
Forlì,Nord-est,Emilia-Romagna,FC
Forlimpopoli,Nord-est,Emilia-Romagna,FC
Galeata,Nord-est,Emilia-Romagna,FC
Gambettola,Nord-est,Emilia-Romagna,FC
Gatteo,Nord-est,Emilia-Romagna,FC
Longiano,Nord-est,Emilia-Romagna,FC
Meldola,Nord-est,Emilia-Romagna,FC
Mercato Saraceno,Nord-est,Emilia-Romagna,FC
Modigliana,Nord-est,Emilia-Romagna,FC
Montiano,Nord-est,Emilia-Romagna,FC
Portico e San Benedetto,Nord-est,Emilia-Romagna,FC
Predappio,Nord-est,Emilia-Romagna,FC
Premilcuore,Nord-est,Emilia-Romagna,FC
Rocca San Casciano,Nord-est,Emilia-Romagna,FC
Roncofreddo,Nord-est,Emilia-Romagna,FC
San Mauro Pascoli,Nord-est,Emilia-Romagna,FC
Santa Sofia,Nord-est,Emilia-Romagna,FC
Sarsina,Nord-est,Emilia-Romagna,FC
Savignano sul Rubicone,Nord-est,Emilia-Romagna,FC
Sogliano al Rubicone,Nord-est,Emilia-Romagna,FC
Tredozio,Nord-est,Emilia-Romagna,FC
Verghereto,Nord-est,Emilia-Romagna,FC
Bellaria-Igea Marina,Nord-est,Emilia-Romagna,RN
Cattolica,Nord-est,Emilia-Romagna,RN
Coriano,Nord-est,Emilia-Romagna,RN
Gemmano,Nord-est,Emilia-Romagna,RN
Misano Adriatico,Nord-est,Emilia-Romagna,RN
Mondaino,Nord-est,Emilia-Romagna,RN
Montefiore Conca,Nord-est,Emilia-Romagna,RN
Montegridolfo,Nord-est,Emilia-Romagna,RN
Morciano di Romagna,Nord-est,Emilia-Romagna,RN
Riccione,Nord-est,Emilia-Romagna,RN
Rimini,Nord-est,Emilia-Romagna,RN
Saludecio,Nord-est,Emilia-Romagna,RN
San Clemente,Nord-est,Emilia-Romagna,RN
San Giovanni in Marignano,Nord-est,Emilia-Romagna,RN
Santarcangelo di Romagna,Nord-est,Emilia-Romagna,RN
Verucchio,Nord-est,Emilia-Romagna,RN
Casteldelci,Nord-est,Emilia-Romagna,RN
Maiolo,Nord-est,Emilia-Romagna,RN
Novafeltria,Nord-est,Emilia-Romagna,RN
Pennabilli,Nord-est,Emilia-Romagna,RN
San Leo,Nord-est,Emilia-Romagna,RN
Sant'Agata Feltria,Nord-est,Emilia-Romagna,RN
Talamello,Nord-est,Emilia-Romagna,RN
Poggio Torriana,Nord-est,Emilia-Romagna,RN
Montescudo-Monte Colombo,Nord-est,Emilia-Romagna,RN
Aulla,Centro,Toscana,MS
Bagnone,Centro,Toscana,MS
Carrara,Centro,Toscana,MS
Casola in Lunigiana,Centro,Toscana,MS
Comano,Centro,Toscana,MS
Filattiera,Centro,Toscana,MS
Fivizzano,Centro,Toscana,MS
Fosdinovo,Centro,Toscana,MS
Licciana Nardi,Centro,Toscana,MS
Massa,Centro,Toscana,MS
Montignoso,Centro,Toscana,MS
Mulazzo,Centro,Toscana,MS
Podenzana,Centro,Toscana,MS
Pontremoli,Centro,Toscana,MS
Tresana,Centro,Toscana,MS
Villafranca in Lunigiana,Centro,Toscana,MS
Zeri,Centro,Toscana,MS
Altopascio,Centro,Toscana,LU
Bagni di Lucca,Centro,Toscana,LU
Barga,Centro,Toscana,LU
Borgo a Mozzano,Centro,Toscana,LU
Camaiore,Centro,Toscana,LU
Camporgiano,Centro,Toscana,LU
Capannori,Centro,Toscana,LU
Careggine,Centro,Toscana,LU
Castelnuovo di Garfagnana,Centro,Toscana,LU
Castiglione di Garfagnana,Centro,Toscana,LU
Coreglia Antelminelli,Centro,Toscana,LU
Forte dei Marmi,Centro,Toscana,LU
Fosciandora,Centro,Toscana,LU
Gallicano,Centro,Toscana,LU
Lucca,Centro,Toscana,LU
Massarosa,Centro,Toscana,LU
Minucciano,Centro,Toscana,LU
Molazzana,Centro,Toscana,LU
Montecarlo,Centro,Toscana,LU
Pescaglia,Centro,Toscana,LU
Piazza al Serchio,Centro,Toscana,LU
Pietrasanta,Centro,Toscana,LU
Pieve Fosciana,Centro,Toscana,LU
Porcari,Centro,Toscana,LU
San Romano in Garfagnana,Centro,Toscana,LU
Seravezza,Centro,Toscana,LU
Stazzema,Centro,Toscana,LU
Vagli Sotto,Centro,Toscana,LU
Viareggio,Centro,Toscana,LU
Villa Basilica,Centro,Toscana,LU
Villa Collemandina,Centro,Toscana,LU
Fabbriche di Vergemoli,Centro,Toscana,LU
Sillano Giuncugnano,Centro,Toscana,LU
Agliana,Centro,Toscana,PT
Buggiano,Centro,Toscana,PT
Lamporecchio,Centro,Toscana,PT
Larciano,Centro,Toscana,PT
Marliana,Centro,Toscana,PT
Massa e Cozzile,Centro,Toscana,PT
Monsummano Terme,Centro,Toscana,PT
Montale,Centro,Toscana,PT
Montecatini-Terme,Centro,Toscana,PT
Pescia,Centro,Toscana,PT
Pieve a Nievole,Centro,Toscana,PT
Pistoia,Centro,Toscana,PT
Ponte Buggianese,Centro,Toscana,PT
Quarrata,Centro,Toscana,PT
Sambuca Pistoiese,Centro,Toscana,PT
Serravalle Pistoiese,Centro,Toscana,PT
Uzzano,Centro,Toscana,PT
Chiesina Uzzanese,Centro,Toscana,PT
Abetone Cutigliano,Centro,Toscana,PT
San Marcello Piteglio,Centro,Toscana,PT
Bagno a Ripoli,Centro,Toscana,FI
Barberino di Mugello,Centro,Toscana,FI
Borgo San Lorenzo,Centro,Toscana,FI
Calenzano,Centro,Toscana,FI
Campi Bisenzio,Centro,Toscana,FI
Capraia e Limite,Centro,Toscana,FI
Castelfiorentino,Centro,Toscana,FI
Cerreto Guidi,Centro,Toscana,FI
Certaldo,Centro,Toscana,FI
Dicomano,Centro,Toscana,FI
Empoli,Centro,Toscana,FI
Fiesole,Centro,Toscana,FI
Firenze,Centro,Toscana,FI
Firenzuola,Centro,Toscana,FI
Fucecchio,Centro,Toscana,FI
Gambassi Terme,Centro,Toscana,FI
Greve in Chianti,Centro,Toscana,FI
Impruneta,Centro,Toscana,FI
Lastra a Signa,Centro,Toscana,FI
Londa,Centro,Toscana,FI
Marradi,Centro,Toscana,FI
Montaione,Centro,Toscana,FI
Montelupo Fiorentino,Centro,Toscana,FI
Montespertoli,Centro,Toscana,FI
Palazzuolo sul Senio,Centro,Toscana,FI
Pelago,Centro,Toscana,FI
Pontassieve,Centro,Toscana,FI
Reggello,Centro,Toscana,FI
Rignano sull'Arno,Centro,Toscana,FI
Rufina,Centro,Toscana,FI
San Casciano in Val di Pesa,Centro,Toscana,FI
San Godenzo,Centro,Toscana,FI
Scandicci,Centro,Toscana,FI
Sesto Fiorentino,Centro,Toscana,FI
Signa,Centro,Toscana,FI
Vaglia,Centro,Toscana,FI
Vicchio,Centro,Toscana,FI
Vinci,Centro,Toscana,FI
Figline e Incisa Valdarno,Centro,Toscana,FI
Scarperia e San Piero,Centro,Toscana,FI
Barberino Tavarnelle,Centro,Toscana,FI
Bibbona,Centro,Toscana,LI
Campiglia Marittima,Centro,Toscana,LI
Campo nell'Elba,Centro,Toscana,LI
Capoliveri,Centro,Toscana,LI
Capraia Isola,Centro,Toscana,LI
Castagneto Carducci,Centro,Toscana,LI
Cecina,Centro,Toscana,LI
Collesalvetti,Centro,Toscana,LI
Livorno,Centro,Toscana,LI
Marciana,Centro,Toscana,LI
Marciana Marina,Centro,Toscana,LI
Piombino,Centro,Toscana,LI
Porto Azzurro,Centro,Toscana,LI
Portoferraio,Centro,Toscana,LI
Rosignano Marittimo,Centro,Toscana,LI
San Vincenzo,Centro,Toscana,LI
Sassetta,Centro,Toscana,LI
Suvereto,Centro,Toscana,LI
Rio,Centro,Toscana,LI
Bientina,Centro,Toscana,PI
Buti,Centro,Toscana,PI
Calci,Centro,Toscana,PI
Calcinaia,Centro,Toscana,PI
Capannoli,Centro,Toscana,PI
Casale Marittimo,Centro,Toscana,PI
Cascina,Centro,Toscana,PI
Castelfranco di Sotto,Centro,Toscana,PI
Castellina Marittima,Centro,Toscana,PI
Castelnuovo di Val di Cecina,Centro,Toscana,PI
Chianni,Centro,Toscana,PI
Fauglia,Centro,Toscana,PI
Guardistallo,Centro,Toscana,PI
Lajatico,Centro,Toscana,PI
Montecatini Val di Cecina,Centro,Toscana,PI
Montescudaio,Centro,Toscana,PI
Monteverdi Marittimo,Centro,Toscana,PI
Montopoli in Val d'Arno,Centro,Toscana,PI
Orciano Pisano,Centro,Toscana,PI
Palaia,Centro,Toscana,PI
Peccioli,Centro,Toscana,PI
Pisa,Centro,Toscana,PI
Pomarance,Centro,Toscana,PI
Ponsacco,Centro,Toscana,PI
Pontedera,Centro,Toscana,PI
Riparbella,Centro,Toscana,PI
San Giuliano Terme,Centro,Toscana,PI
San Miniato,Centro,Toscana,PI
Santa Croce sull'Arno,Centro,Toscana,PI
Santa Luce,Centro,Toscana,PI
Santa Maria a Monte,Centro,Toscana,PI
Terricciola,Centro,Toscana,PI
Vecchiano,Centro,Toscana,PI
Vicopisano,Centro,Toscana,PI
Volterra,Centro,Toscana,PI
Casciana Terme Lari,Centro,Toscana,PI
Crespina Lorenzana,Centro,Toscana,PI
Anghiari,Centro,Toscana,AR
Arezzo,Centro,Toscana,AR
Badia Tedalda,Centro,Toscana,AR
Bibbiena,Centro,Toscana,AR
Bucine,Centro,Toscana,AR
Capolona,Centro,Toscana,AR
Caprese Michelangelo,Centro,Toscana,AR
Castel Focognano,Centro,Toscana,AR
Castel San Niccolò,Centro,Toscana,AR
Castiglion Fibocchi,Centro,Toscana,AR
Castiglion Fiorentino,Centro,Toscana,AR
Cavriglia,Centro,Toscana,AR
Chitignano,Centro,Toscana,AR
Chiusi della Verna,Centro,Toscana,AR
Civitella in Val di Chiana,Centro,Toscana,AR
Cortona,Centro,Toscana,AR
Foiano della Chiana,Centro,Toscana,AR
Loro Ciuffenna,Centro,Toscana,AR
Lucignano,Centro,Toscana,AR
Marciano della Chiana,Centro,Toscana,AR
Montemignaio,Centro,Toscana,AR
Monterchi,Centro,Toscana,AR
Monte San Savino,Centro,Toscana,AR
Montevarchi,Centro,Toscana,AR
Ortignano Raggiolo,Centro,Toscana,AR
Pieve Santo Stefano,Centro,Toscana,AR
Poppi,Centro,Toscana,AR
San Giovanni Valdarno,Centro,Toscana,AR
Sansepolcro,Centro,Toscana,AR
Sestino,Centro,Toscana,AR
Subbiano,Centro,Toscana,AR
Talla,Centro,Toscana,AR
Terranuova Bracciolini,Centro,Toscana,AR
Castelfranco Piandiscò,Centro,Toscana,AR
Pratovecchio Stia,Centro,Toscana,AR
Laterina Pergine Valdarno,Centro,Toscana,AR
Abbadia San Salvatore,Centro,Toscana,SI
Asciano,Centro,Toscana,SI
Buonconvento,Centro,Toscana,SI
Casole d'Elsa,Centro,Toscana,SI
Castellina in Chianti,Centro,Toscana,SI
Castelnuovo Berardenga,Centro,Toscana,SI
Castiglione d'Orcia,Centro,Toscana,SI
Cetona,Centro,Toscana,SI
Chianciano Terme,Centro,Toscana,SI
Chiusdino,Centro,Toscana,SI
Chiusi,Centro,Toscana,SI
Colle di Val d'Elsa,Centro,Toscana,SI
Gaiole in Chianti,Centro,Toscana,SI
Montepulciano,Centro,Toscana,SI
Monteriggioni,Centro,Toscana,SI
Monteroni d'Arbia,Centro,Toscana,SI
Monticiano,Centro,Toscana,SI
Murlo,Centro,Toscana,SI
